retail,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,fips
396,-41.0,-18.0,74.0,-52.0,-59.0,23.0,13303
397,-41.0,-18.0,74.0,-52.0,-59.0,23.0,16087
398,-41.0,-18.0,74.0,-52.0,-59.0,23.0,17189
399,-41.0,-18.0,74.0,-52.0,-59.0,23.0,18175
400,-41.0,-18.0,74.0,-52.0,-59.0,23.0,19183
401,-41.0,-18.0,74.0,-52.0,-59.0,23.0,20201
402,-41.0,-18.0,74.0,-52.0,-59.0,23.0,21229
403,-41.0,-18.0,74.0,-52.0,-59.0,23.0,23029
404,-41.0,-18.0,74.0,-52.0,-59.0,23.0,24043
405,-41.0,-18.0,74.0,-52.0,-59.0,23.0,27163
406,-41.0,-18.0,74.0,-52.0,-59.0,23.0,28151
407,-41.0,-18.0,74.0,-52.0,-59.0,23.0,29221
408,-41.0,-18.0,74.0,-52.0,-59.0,23.0,31177
409,-41.0,-18.0,74.0,-52.0,-59.0,23.0,36115
410,-41.0,-18.0,74.0,-52.0,-59.0,23.0,37187
411,-41.0,-18.0,74.0,-52.0,-59.0,23.0,39167
412,-41.0,-18.0,74.0,-52.0,-59.0,23.0,40147
413,-41.0,-18.0,74.0,-52.0,-59.0,23.0,41067
414,-41.0,-18.0,74.0,-52.0,-59.0,23.0,42125
415,-41.0,-18.0,74.0,-52.0,-59.0,23.0,44009
416,-41.0,-18.0,74.0,-52.0,-59.0,23.0,47179
417,-41.0,-18.0,74.0,-52.0,-59.0,23.0,48477
418,-41.0,-18.0,74.0,-52.0,-59.0,23.0,49053
419,-41.0,-18.0,74.0,-52.0,-59.0,23.0,50023
420,-41.0,-18.0,74.0,-52.0,-59.0,23.0,51191
421,-41.0,-18.0,74.0,-52.0,-59.0,23.0,55131
422,-42.0,-10.0,39.0,-20.0,-50.0,19.0,1129
423,-42.0,-10.0,39.0,-20.0,-50.0,19.0,5143
424,-42.0,-10.0,39.0,-20.0,-50.0,19.0,8121
425,-42.0,-10.0,39.0,-20.0,-50.0,19.0,12133
426,-42.0,-10.0,39.0,-20.0,-50.0,19.0,13303
427,-42.0,-10.0,39.0,-20.0,-50.0,19.0,16087
428,-42.0,-10.0,39.0,-20.0,-50.0,19.0,17189
429,-42.0,-10.0,39.0,-20.0,-50.0,19.0,18175
430,-42.0,-10.0,39.0,-20.0,-50.0,19.0,19183
431,-42.0,-10.0,39.0,-20.0,-50.0,19.0,20201
432,-42.0,-10.0,39.0,-20.0,-50.0,19.0,21229
433,-42.0,-10.0,39.0,-20.0,-50.0,19.0,23029
434,-42.0,-10.0,39.0,-20.0,-50.0,19.0,24043
435,-42.0,-10.0,39.0,-20.0,-50.0,19.0,27163
436,-42.0,-10.0,39.0,-20.0,-50.0,19.0,28151
437,-42.0,-10.0,39.0,-20.0,-50.0,19.0,29221
438,-42.0,-10.0,39.0,-20.0,-50.0,19.0,31177
439,-42.0,-10.0,39.0,-20.0,-50.0,19.0,36115
440,-42.0,-10.0,39.0,-20.0,-50.0,19.0,37187
441,-42.0,-10.0,39.0,-20.0,-50.0,19.0,39167
442,-42.0,-10.0,39.0,-20.0,-50.0,19.0,40147
443,-42.0,-10.0,39.0,-20.0,-50.0,19.0,41067
444,-42.0,-10.0,39.0,-20.0,-50.0,19.0,42125
445,-42.0,-10.0,39.0,-20.0,-50.0,19.0,44009
446,-42.0,-10.0,39.0,-20.0,-50.0,19.0,47179
447,-42.0,-10.0,39.0,-20.0,-50.0,19.0,48477
448,-42.0,-10.0,39.0,-20.0,-50.0,19.0,49053
449,-42.0,-10.0,39.0,-20.0,-50.0,19.0,50023
450,-42.0,-10.0,39.0,-20.0,-50.0,19.0,51191
451,-42.0,-10.0,39.0,-20.0,-50.0,19.0,55131
452,-46.0,-26.0,15.0,-41.0,-51.0,22.0,1129
453,-46.0,-26.0,15.0,-41.0,-51.0,22.0,5143
454,-46.0,-26.0,15.0,-41.0,-51.0,22.0,8121
455,-46.0,-26.0,15.0,-41.0,-51.0,22.0,12133
456,-46.0,-26.0,15.0,-41.0,-51.0,22.0,13303
457,-46.0,-26.0,15.0,-41.0,-51.0,22.0,16087
458,-46.0,-26.0,15.0,-41.0,-51.0,22.0,17189
459,-46.0,-26.0,15.0,-41.0,-51.0,22.0,18175
460,-46.0,-26.0,15.0,-41.0,-51.0,22.0,19183
461,-46.0,-26.0,15.0,-41.0,-51.0,22.0,20201
462,-46.0,-26.0,15.0,-41.0,-51.0,22.0,21229
463,-46.0,-26.0,15.0,-41.0,-51.0,22.0,23029
464,-46.0,-26.0,15.0,-41.0,-51.0,22.0,24043
465,-46.0,-26.0,15.0,-41.0,-51.0,22.0,27163
466,-46.0,-26.0,15.0,-41.0,-51.0,22.0,28151
467,-46.0,-26.0,15.0,-41.0,-51.0,22.0,29221
468,-46.0,-26.0,15.0,-41.0,-51.0,22.0,31177
469,-46.0,-26.0,15.0,-41.0,-51.0,22.0,36115
470,-46.0,-26.0,15.0,-41.0,-51.0,22.0,37187
471,-46.0,-26.0,15.0,-41.0,-51.0,22.0,39167
472,-46.0,-26.0,15.0,-41.0,-51.0,22.0,40147
473,-46.0,-26.0,15.0,-41.0,-51.0,22.0,41067
474,-46.0,-26.0,15.0,-41.0,-51.0,22.0,42125
475,-46.0,-26.0,15.0,-41.0,-51.0,22.0,44009
476,-46.0,-26.0,15.0,-41.0,-51.0,22.0,47179
477,-46.0,-26.0,15.0,-41.0,-51.0,22.0,48477
478,-46.0,-26.0,15.0,-41.0,-51.0,22.0,49053
479,-46.0,-26.0,15.0,-41.0,-51.0,22.0,50023
480,-46.0,-26.0,15.0,-41.0,-51.0,22.0,51191
481,-46.0,-26.0,15.0,-41.0,-51.0,22.0,55131
482,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,1129
483,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,5143
484,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,8121
485,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,12133
486,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,13303
487,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,16087
488,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,17189
489,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,18175
490,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,19183
491,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,20201
492,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,21229
493,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,23029
494,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,24043
495,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,27163
496,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,28151
497,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,29221
498,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,31177
499,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,36115
500,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,37187
501,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,39167
502,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,40147
503,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,41067
504,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,42125
505,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,44009
506,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,47179
507,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,48477
508,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,49053
509,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,50023
510,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,51191
511,-34.0,-11.0,-15.0,-15.0,-37.0,15.0,55131
512,-53.0,-24.0,-13.0,-71.0,-66.0,29.0,6001
513,-36.0,-13.0,-16.0,-49.0,-45.0,15.0,6007
514,-36.0,-13.0,-16.0,-49.0,-45.0,15.0,16023
515,-36.0,-13.0,-16.0,-49.0,-45.0,15.0,46019
516,-44.0,-14.0,-18.0,-65.0,-59.0,26.0,6013
517,-45.0,-24.0,-22.0,-47.0,-54.0,20.0,6017
518,-36.0,-12.0,-51.0,-41.0,-46.0,18.0,6019
519,-42.0,-23.0,9.0,-51.0,-47.0,17.0,6023
520,-42.0,-23.0,9.0,-51.0,-47.0,17.0,19091
521,-42.0,-23.0,9.0,-51.0,-47.0,17.0,32013
522,-53.0,-33.0,-68.0,-64.0,-48.0,21.0,6025
523,-42.0,-17.0,-59.0,-36.0,-49.0,20.0,6029
524,-33.0,-10.0,-48.0,-37.0,-40.0,15.0,6031
525,-33.0,-10.0,-48.0,-37.0,-40.0,15.0,36047
526,-64.0,-21.0,-18.0,-67.0,-71.0,31.0,6031
527,-64.0,-21.0,-18.0,-67.0,-71.0,31.0,36047
528,-35.0,1.0,-23.0,-32.0,-41.0,13.0,6033
529,-35.0,1.0,-23.0,-32.0,-41.0,13.0,8065
530,-35.0,1.0,-23.0,-32.0,-41.0,13.0,12069
531,-35.0,1.0,-23.0,-32.0,-41.0,13.0,17097
532,-35.0,1.0,-23.0,-32.0,-41.0,13.0,18089
533,-35.0,1.0,-23.0,-32.0,-41.0,13.0,26085
534,-35.0,1.0,-23.0,-32.0,-41.0,13.0,27075
535,-35.0,1.0,-23.0,-32.0,-41.0,13.0,30047
536,-35.0,1.0,-23.0,-32.0,-41.0,13.0,39085
537,-35.0,1.0,-23.0,-32.0,-41.0,13.0,41037
538,-35.0,1.0,-23.0,-32.0,-41.0,13.0,46079
539,-35.0,1.0,-23.0,-32.0,-41.0,13.0,47095
540,-41.0,-20.0,-25.0,-47.0,-44.0,17.0,6033
541,-41.0,-20.0,-25.0,-47.0,-44.0,17.0,8065
542,-41.0,-20.0,-25.0,-47.0,-44.0,17.0,12069
543,-41.0,-20.0,-25.0,-47.0,-44.0,17.0,17097
544,-41.0,-20.0,-25.0,-47.0,-44.0,17.0,18089
545,-41.0,-20.0,-25.0,-47.0,-44.0,17.0,26085
546,-41.0,-20.0,-25.0,-47.0,-44.0,17.0,27075
547,-41.0,-20.0,-25.0,-47.0,-44.0,17.0,30047
548,-41.0,-20.0,-25.0,-47.0,-44.0,17.0,39085
549,-41.0,-20.0,-25.0,-47.0,-44.0,17.0,41037
550,-41.0,-20.0,-25.0,-47.0,-44.0,17.0,46079
551,-41.0,-20.0,-25.0,-47.0,-44.0,17.0,47095
552,-48.0,-11.0,1.0,-55.0,-58.0,25.0,6033
553,-48.0,-11.0,1.0,-55.0,-58.0,25.0,8065
554,-48.0,-11.0,1.0,-55.0,-58.0,25.0,12069
555,-48.0,-11.0,1.0,-55.0,-58.0,25.0,17097
556,-48.0,-11.0,1.0,-55.0,-58.0,25.0,18089
557,-48.0,-11.0,1.0,-55.0,-58.0,25.0,26085
558,-48.0,-11.0,1.0,-55.0,-58.0,25.0,27075
559,-48.0,-11.0,1.0,-55.0,-58.0,25.0,30047
560,-48.0,-11.0,1.0,-55.0,-58.0,25.0,39085
561,-48.0,-11.0,1.0,-55.0,-58.0,25.0,41037
562,-48.0,-11.0,1.0,-55.0,-58.0,25.0,46079
563,-48.0,-11.0,1.0,-55.0,-58.0,25.0,47095
564,-36.0,-13.0,10.0,-21.0,-45.0,19.0,6033
565,-36.0,-13.0,10.0,-21.0,-45.0,19.0,8065
566,-36.0,-13.0,10.0,-21.0,-45.0,19.0,12069
567,-36.0,-13.0,10.0,-21.0,-45.0,19.0,17097
568,-36.0,-13.0,10.0,-21.0,-45.0,19.0,18089
569,-36.0,-13.0,10.0,-21.0,-45.0,19.0,26085
570,-36.0,-13.0,10.0,-21.0,-45.0,19.0,27075
571,-36.0,-13.0,10.0,-21.0,-45.0,19.0,30047
572,-36.0,-13.0,10.0,-21.0,-45.0,19.0,39085
573,-36.0,-13.0,10.0,-21.0,-45.0,19.0,41037
574,-36.0,-13.0,10.0,-21.0,-45.0,19.0,46079
575,-36.0,-13.0,10.0,-21.0,-45.0,19.0,47095
576,-39.0,-11.0,96.0,-19.0,-47.0,20.0,6033
577,-39.0,-11.0,96.0,-19.0,-47.0,20.0,8065
578,-39.0,-11.0,96.0,-19.0,-47.0,20.0,12069
579,-39.0,-11.0,96.0,-19.0,-47.0,20.0,17097
580,-39.0,-11.0,96.0,-19.0,-47.0,20.0,18089
581,-39.0,-11.0,96.0,-19.0,-47.0,20.0,26085
582,-39.0,-11.0,96.0,-19.0,-47.0,20.0,27075
583,-39.0,-11.0,96.0,-19.0,-47.0,20.0,30047
584,-39.0,-11.0,96.0,-19.0,-47.0,20.0,39085
585,-39.0,-11.0,96.0,-19.0,-47.0,20.0,41037
586,-39.0,-11.0,96.0,-19.0,-47.0,20.0,46079
587,-39.0,-11.0,96.0,-19.0,-47.0,20.0,47095
588,-49.0,-27.0,-51.0,-57.0,-55.0,26.0,6037
589,-33.0,-18.0,-39.0,-6.0,-40.0,17.0,6039
590,-52.0,-34.0,-35.0,-62.0,-64.0,28.0,6041
591,-36.0,-17.0,-32.0,-44.0,-41.0,14.0,6045
592,-34.0,-17.0,-5.0,-28.0,-41.0,16.0,6047
593,-40.0,-16.0,-40.0,-28.0,-48.0,18.0,6053
594,-44.0,-25.0,-7.0,-33.0,-51.0,20.0,6055
595,-45.0,-25.0,-29.0,-62.0,-47.0,17.0,5099
596,-45.0,-25.0,-29.0,-62.0,-47.0,17.0,6057
597,-49.0,-22.0,-39.0,-55.0,-55.0,26.0,6059
598,-49.0,-22.0,-39.0,-55.0,-55.0,26.0,12095
599,-49.0,-22.0,-39.0,-55.0,-55.0,26.0,18117
600,-49.0,-22.0,-39.0,-55.0,-55.0,26.0,36071
601,-49.0,-22.0,-39.0,-55.0,-55.0,26.0,37135
602,-49.0,-22.0,-39.0,-55.0,-55.0,26.0,48361
603,-49.0,-22.0,-39.0,-55.0,-55.0,26.0,50017
604,-49.0,-22.0,-39.0,-55.0,-55.0,26.0,51137
605,-60.0,-32.0,-38.0,-76.0,-57.0,24.0,6059
606,-60.0,-32.0,-38.0,-76.0,-57.0,24.0,12095
607,-60.0,-32.0,-38.0,-76.0,-57.0,24.0,18117
608,-60.0,-32.0,-38.0,-76.0,-57.0,24.0,36071
609,-60.0,-32.0,-38.0,-76.0,-57.0,24.0,37135
610,-60.0,-32.0,-38.0,-76.0,-57.0,24.0,48361
611,-60.0,-32.0,-38.0,-76.0,-57.0,24.0,50017
612,-60.0,-32.0,-38.0,-76.0,-57.0,24.0,51137
613,-54.0,0.0,30.0,-42.0,-58.0,26.0,6059
614,-54.0,0.0,30.0,-42.0,-58.0,26.0,12095
615,-54.0,0.0,30.0,-42.0,-58.0,26.0,18117
616,-54.0,0.0,30.0,-42.0,-58.0,26.0,36071
617,-54.0,0.0,30.0,-42.0,-58.0,26.0,37135
618,-54.0,0.0,30.0,-42.0,-58.0,26.0,48361
619,-54.0,0.0,30.0,-42.0,-58.0,26.0,50017
620,-54.0,0.0,30.0,-42.0,-58.0,26.0,51137
621,-48.0,-24.0,-3.0,-38.0,-62.0,24.0,6059
622,-48.0,-24.0,-3.0,-38.0,-62.0,24.0,12095
623,-48.0,-24.0,-3.0,-38.0,-62.0,24.0,18117
624,-48.0,-24.0,-3.0,-38.0,-62.0,24.0,36071
625,-48.0,-24.0,-3.0,-38.0,-62.0,24.0,37135
626,-48.0,-24.0,-3.0,-38.0,-62.0,24.0,48361
627,-48.0,-24.0,-3.0,-38.0,-62.0,24.0,50017
628,-48.0,-24.0,-3.0,-38.0,-62.0,24.0,51137
629,-27.0,-7.0,-45.0,-18.0,-39.0,15.0,6059
630,-27.0,-7.0,-45.0,-18.0,-39.0,15.0,12095
631,-27.0,-7.0,-45.0,-18.0,-39.0,15.0,18117
632,-27.0,-7.0,-45.0,-18.0,-39.0,15.0,36071
633,-27.0,-7.0,-45.0,-18.0,-39.0,15.0,37135
634,-27.0,-7.0,-45.0,-18.0,-39.0,15.0,48361
635,-27.0,-7.0,-45.0,-18.0,-39.0,15.0,50017
636,-27.0,-7.0,-45.0,-18.0,-39.0,15.0,51137
637,-44.0,-13.0,-3.0,-38.0,-56.0,22.0,6061
638,-44.0,-23.0,-64.0,-48.0,-51.0,22.0,6065
639,-41.0,-12.0,-14.0,-58.0,-53.0,21.0,6067
640,-44.0,-23.0,-53.0,-45.0,-47.0,21.0,6071
641,-49.0,-26.0,-64.0,-66.0,-57.0,26.0,6073
642,-72.0,-34.0,-52.0,-75.0,-78.0,35.0,6075
643,-34.0,-12.0,-18.0,-29.0,-45.0,18.0,6077
644,-50.0,-22.0,-37.0,-56.0,-51.0,21.0,6079
645,-55.0,-22.0,-21.0,-82.0,-70.0,33.0,6081
646,-47.0,-20.0,-33.0,-51.0,-51.0,20.0,6083
647,-56.0,-26.0,-14.0,-74.0,-74.0,34.0,6085
648,-33.0,-3.0,61.0,-21.0,-40.0,12.0,6089
649,-37.0,-9.0,-25.0,-42.0,-47.0,21.0,6095
650,-45.0,-20.0,-43.0,-52.0,-49.0,22.0,6097
651,-36.0,-15.0,-18.0,-30.0,-42.0,17.0,6099
652,-36.0,-14.0,-48.0,-29.0,-44.0,18.0,6107
653,-45.0,-24.0,-42.0,-41.0,-51.0,23.0,6111
654,-39.0,-16.0,-6.0,-36.0,-55.0,22.0,6113
655,-29.0,-9.0,23.0,-24.0,-45.0,16.0,6115
656,-37.0,-10.0,3.0,-25.0,-49.0,20.0,8001
657,-37.0,-10.0,3.0,-25.0,-49.0,20.0,16003
658,-37.0,-10.0,3.0,-25.0,-49.0,20.0,17001
659,-37.0,-10.0,3.0,-25.0,-49.0,20.0,18001
660,-37.0,-10.0,3.0,-25.0,-49.0,20.0,19003
661,-37.0,-10.0,3.0,-25.0,-49.0,20.0,28001
662,-37.0,-10.0,3.0,-25.0,-49.0,20.0,31001
663,-37.0,-10.0,3.0,-25.0,-49.0,20.0,38001
664,-37.0,-10.0,3.0,-25.0,-49.0,20.0,39001
665,-37.0,-10.0,3.0,-25.0,-49.0,20.0,42001
666,-37.0,-10.0,3.0,-25.0,-49.0,20.0,53001
667,-37.0,-10.0,3.0,-25.0,-49.0,20.0,55001
668,-43.0,-18.0,36.0,-42.0,-57.0,23.0,8005
669,-52.0,-26.0,27.0,-56.0,-67.0,26.0,8013
670,-53.0,-18.0,13.0,-71.0,-60.0,24.0,8031
671,-45.0,-20.0,30.0,-48.0,-67.0,27.0,8035
672,-45.0,-20.0,30.0,-48.0,-67.0,27.0,13097
673,-45.0,-20.0,30.0,-48.0,-67.0,27.0,17041
674,-45.0,-20.0,30.0,-48.0,-67.0,27.0,20045
675,-45.0,-20.0,30.0,-48.0,-67.0,27.0,27041
676,-45.0,-20.0,30.0,-48.0,-67.0,27.0,29067
677,-45.0,-20.0,30.0,-48.0,-67.0,27.0,31055
678,-45.0,-20.0,30.0,-48.0,-67.0,27.0,32005
679,-45.0,-20.0,30.0,-48.0,-67.0,27.0,41019
680,-45.0,-20.0,30.0,-48.0,-67.0,27.0,46043
681,-45.0,-20.0,30.0,-48.0,-67.0,27.0,53017
682,-45.0,-20.0,30.0,-48.0,-67.0,27.0,55031
683,-33.0,-18.0,8.0,-14.0,-49.0,21.0,8035
684,-33.0,-18.0,8.0,-14.0,-49.0,21.0,13097
685,-33.0,-18.0,8.0,-14.0,-49.0,21.0,17041
686,-33.0,-18.0,8.0,-14.0,-49.0,21.0,20045
687,-33.0,-18.0,8.0,-14.0,-49.0,21.0,27041
688,-33.0,-18.0,8.0,-14.0,-49.0,21.0,29067
689,-33.0,-18.0,8.0,-14.0,-49.0,21.0,31055
690,-33.0,-18.0,8.0,-14.0,-49.0,21.0,32005
691,-33.0,-18.0,8.0,-14.0,-49.0,21.0,41019
692,-33.0,-18.0,8.0,-14.0,-49.0,21.0,46043
693,-33.0,-18.0,8.0,-14.0,-49.0,21.0,53017
694,-33.0,-18.0,8.0,-14.0,-49.0,21.0,55031
695,-40.0,-14.0,103.0,-18.0,-56.0,21.0,8035
696,-40.0,-14.0,103.0,-18.0,-56.0,21.0,13097
697,-40.0,-14.0,103.0,-18.0,-56.0,21.0,17041
698,-40.0,-14.0,103.0,-18.0,-56.0,21.0,20045
699,-40.0,-14.0,103.0,-18.0,-56.0,21.0,27041
700,-40.0,-14.0,103.0,-18.0,-56.0,21.0,29067
701,-40.0,-14.0,103.0,-18.0,-56.0,21.0,31055
702,-40.0,-14.0,103.0,-18.0,-56.0,21.0,32005
703,-40.0,-14.0,103.0,-18.0,-56.0,21.0,41019
704,-40.0,-14.0,103.0,-18.0,-56.0,21.0,46043
705,-40.0,-14.0,103.0,-18.0,-56.0,21.0,53017
706,-40.0,-14.0,103.0,-18.0,-56.0,21.0,55031
707,-37.0,1.0,22.0,-35.0,-48.0,19.0,8035
708,-37.0,1.0,22.0,-35.0,-48.0,19.0,13097
709,-37.0,1.0,22.0,-35.0,-48.0,19.0,17041
710,-37.0,1.0,22.0,-35.0,-48.0,19.0,20045
711,-37.0,1.0,22.0,-35.0,-48.0,19.0,27041
712,-37.0,1.0,22.0,-35.0,-48.0,19.0,29067
713,-37.0,1.0,22.0,-35.0,-48.0,19.0,31055
714,-37.0,1.0,22.0,-35.0,-48.0,19.0,32005
715,-37.0,1.0,22.0,-35.0,-48.0,19.0,41019
716,-37.0,1.0,22.0,-35.0,-48.0,19.0,46043
717,-37.0,1.0,22.0,-35.0,-48.0,19.0,53017
718,-37.0,1.0,22.0,-35.0,-48.0,19.0,55031
719,-27.0,1.0,18.0,-3.0,-35.0,10.0,8035
720,-27.0,1.0,18.0,-3.0,-35.0,10.0,13097
721,-27.0,1.0,18.0,-3.0,-35.0,10.0,17041
722,-27.0,1.0,18.0,-3.0,-35.0,10.0,20045
723,-27.0,1.0,18.0,-3.0,-35.0,10.0,27041
724,-27.0,1.0,18.0,-3.0,-35.0,10.0,29067
725,-27.0,1.0,18.0,-3.0,-35.0,10.0,31055
726,-27.0,1.0,18.0,-3.0,-35.0,10.0,32005
727,-27.0,1.0,18.0,-3.0,-35.0,10.0,41019
728,-27.0,1.0,18.0,-3.0,-35.0,10.0,46043
729,-27.0,1.0,18.0,-3.0,-35.0,10.0,53017
730,-27.0,1.0,18.0,-3.0,-35.0,10.0,55031
731,-34.0,-13.0,48.0,-40.0,-55.0,20.0,8041
732,-34.0,-13.0,48.0,-40.0,-55.0,20.0,48141
733,-44.0,-16.0,-63.0,-35.0,-49.0,23.0,8041
734,-44.0,-16.0,-63.0,-35.0,-49.0,23.0,48141
735,-39.0,-21.0,40.0,-34.0,-46.0,19.0,8045
736,-39.0,-21.0,40.0,-34.0,-46.0,19.0,30033
737,-39.0,-21.0,40.0,-34.0,-46.0,19.0,31071
738,-39.0,-21.0,40.0,-34.0,-46.0,19.0,40047
739,-39.0,-21.0,40.0,-34.0,-46.0,19.0,49017
740,-39.0,-21.0,40.0,-34.0,-46.0,19.0,53023
741,-26.0,-1.0,6.0,-5.0,-31.0,10.0,8045
742,-26.0,-1.0,6.0,-5.0,-31.0,10.0,30033
743,-26.0,-1.0,6.0,-5.0,-31.0,10.0,31071
744,-26.0,-1.0,6.0,-5.0,-31.0,10.0,40047
745,-26.0,-1.0,6.0,-5.0,-31.0,10.0,49017
746,-26.0,-1.0,6.0,-5.0,-31.0,10.0,53023
747,-43.0,-15.0,31.0,-34.0,-55.0,21.0,8069
748,-31.0,-12.0,91.0,-20.0,-42.0,14.0,8077
749,-34.0,-9.0,-40.0,-19.0,-43.0,14.0,8101
750,-35.0,-13.0,19.0,-20.0,-49.0,19.0,8123
751,-50.0,-20.0,-3.0,-66.0,-61.0,26.0,9001
752,-50.0,-20.0,-3.0,-66.0,-61.0,26.0,39045
753,-50.0,-20.0,-3.0,-66.0,-61.0,26.0,45039
754,-46.0,-13.0,-1.0,-55.0,-53.0,23.0,9003
755,-45.0,-17.0,26.0,-51.0,-54.0,23.0,9007
756,-45.0,-17.0,26.0,-51.0,-54.0,23.0,25017
757,-45.0,-17.0,26.0,-51.0,-54.0,23.0,34023
758,-45.0,-17.0,26.0,-51.0,-54.0,23.0,51119
759,-55.0,-27.0,-22.0,-76.0,-70.0,32.0,9007
760,-55.0,-27.0,-22.0,-76.0,-70.0,32.0,25017
761,-55.0,-27.0,-22.0,-76.0,-70.0,32.0,34023
762,-55.0,-27.0,-22.0,-76.0,-70.0,32.0,51119
763,-64.0,-3.0,-5.0,-69.0,-65.0,30.0,9007
764,-64.0,-3.0,-5.0,-69.0,-65.0,30.0,25017
765,-64.0,-3.0,-5.0,-69.0,-65.0,30.0,34023
766,-64.0,-3.0,-5.0,-69.0,-65.0,30.0,51119
767,-44.0,-17.0,-17.0,-44.0,-53.0,22.0,9009
768,-46.0,-17.0,0.0,-45.0,-49.0,21.0,9011
769,-34.0,-13.0,-13.0,-53.0,-45.0,19.0,9015
770,-34.0,-13.0,-13.0,-53.0,-45.0,19.0,50025
771,-33.0,-19.0,41.0,-36.0,-46.0,18.0,10001
772,-33.0,-19.0,41.0,-36.0,-46.0,18.0,24029
773,-33.0,-19.0,41.0,-36.0,-46.0,18.0,26081
774,-33.0,-19.0,41.0,-36.0,-46.0,18.0,44003
775,-33.0,-19.0,41.0,-36.0,-46.0,18.0,48263
776,-55.0,-19.0,55.0,-63.0,-60.0,26.0,10001
777,-55.0,-19.0,55.0,-63.0,-60.0,26.0,24029
778,-55.0,-19.0,55.0,-63.0,-60.0,26.0,26081
779,-55.0,-19.0,55.0,-63.0,-60.0,26.0,44003
780,-55.0,-19.0,55.0,-63.0,-60.0,26.0,48263
781,-45.0,-15.0,-11.0,-66.0,-52.0,22.0,10001
782,-45.0,-15.0,-11.0,-66.0,-52.0,22.0,24029
783,-45.0,-15.0,-11.0,-66.0,-52.0,22.0,26081
784,-45.0,-15.0,-11.0,-66.0,-52.0,22.0,44003
785,-45.0,-15.0,-11.0,-66.0,-52.0,22.0,48263
786,-40.0,-23.0,42.0,-47.0,-55.0,22.0,10003
787,-34.0,-12.0,27.0,-28.0,-39.0,15.0,10005
