retail,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,fips
788,-34.0,-12.0,27.0,-28.0,-39.0,15.0,34037
789,-34.0,-12.0,27.0,-28.0,-39.0,15.0,51183
790,-48.0,-14.0,11.0,-29.0,-58.0,27.0,10005
791,-48.0,-14.0,11.0,-29.0,-58.0,27.0,34037
792,-48.0,-14.0,11.0,-29.0,-58.0,27.0,51183
793,-47.0,-26.0,-22.0,-47.0,-51.0,22.0,12001
794,-40.0,-19.0,-25.0,-50.0,-40.0,15.0,12005
795,-40.0,-19.0,-25.0,-50.0,-40.0,15.0,26017
796,-43.0,-21.0,-24.0,-28.0,-48.0,17.0,12009
797,-47.0,-23.0,-58.0,-68.0,-53.0,26.0,12011
798,-50.0,-24.0,-41.0,-30.0,-43.0,14.0,12015
799,-50.0,-24.0,-41.0,-30.0,-43.0,14.0,51037
800,-53.0,-32.0,-67.0,-41.0,-46.0,19.0,12021
801,-40.0,-2.0,-43.0,-28.0,-34.0,13.0,5027
802,-40.0,-2.0,-43.0,-28.0,-34.0,13.0,12023
803,-40.0,-2.0,-43.0,-28.0,-34.0,13.0,13073
804,-40.0,-2.0,-43.0,-28.0,-34.0,13.0,36021
805,-40.0,-2.0,-43.0,-28.0,-34.0,13.0,41009
806,-40.0,-2.0,-43.0,-28.0,-34.0,13.0,42037
807,-40.0,-2.0,-43.0,-28.0,-34.0,13.0,53013
808,-40.0,-2.0,-43.0,-28.0,-34.0,13.0,55021
809,-34.0,-7.0,4.0,-25.0,-55.0,22.0,5027
810,-34.0,-7.0,4.0,-25.0,-55.0,22.0,12023
811,-34.0,-7.0,4.0,-25.0,-55.0,22.0,13073
812,-34.0,-7.0,4.0,-25.0,-55.0,22.0,36021
813,-34.0,-7.0,4.0,-25.0,-55.0,22.0,41009
814,-34.0,-7.0,4.0,-25.0,-55.0,22.0,42037
815,-34.0,-7.0,4.0,-25.0,-55.0,22.0,53013
816,-34.0,-7.0,4.0,-25.0,-55.0,22.0,55021
817,-39.0,-15.0,-34.0,-40.0,-48.0,20.0,12031
818,-39.0,-15.0,-34.0,-40.0,-48.0,20.0,48131
819,-36.0,-10.0,-7.0,-41.0,-42.0,15.0,1053
820,-36.0,-10.0,-7.0,-41.0,-42.0,15.0,12033
821,-39.0,-16.0,-43.0,-44.0,-44.0,15.0,12053
822,-43.0,-23.0,-38.0,-63.0,-52.0,22.0,12057
823,-43.0,-23.0,-38.0,-63.0,-52.0,22.0,33011
824,-46.0,-17.0,39.0,-40.0,-52.0,23.0,12057
825,-46.0,-17.0,39.0,-40.0,-52.0,23.0,33011
826,-47.0,-23.0,-40.0,-37.0,-43.0,16.0,12061
827,-51.0,-27.0,-66.0,-65.0,-46.0,18.0,1081
828,-51.0,-27.0,-66.0,-65.0,-46.0,18.0,5077
829,-51.0,-27.0,-66.0,-65.0,-46.0,18.0,12071
830,-51.0,-27.0,-66.0,-65.0,-46.0,18.0,13177
831,-51.0,-27.0,-66.0,-65.0,-46.0,18.0,17103
832,-51.0,-27.0,-66.0,-65.0,-46.0,18.0,19111
833,-51.0,-27.0,-66.0,-65.0,-46.0,18.0,21129
834,-51.0,-27.0,-66.0,-65.0,-46.0,18.0,28081
835,-51.0,-27.0,-66.0,-65.0,-46.0,18.0,37105
836,-51.0,-27.0,-66.0,-65.0,-46.0,18.0,45061
837,-51.0,-27.0,-66.0,-65.0,-46.0,18.0,48287
838,-51.0,-27.0,-66.0,-65.0,-46.0,18.0,51105
839,-45.0,-21.0,-16.0,-60.0,-55.0,23.0,12073
840,-45.0,-21.0,-16.0,-60.0,-55.0,23.0,48289
841,-47.0,-22.0,-34.0,-57.0,-44.0,17.0,12081
842,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,1093
843,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,5089
844,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,12083
845,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,13197
846,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,17121
847,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,18097
848,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,19125
849,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,20115
850,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,21155
851,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,28091
852,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,29127
853,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,39101
854,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,41047
855,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,45067
856,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,47115
857,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,48315
858,-40.0,-17.0,-36.0,-12.0,-38.0,15.0,54049
859,-40.0,-13.0,32.0,-38.0,-51.0,18.0,1093
860,-40.0,-13.0,32.0,-38.0,-51.0,18.0,5089
861,-40.0,-13.0,32.0,-38.0,-51.0,18.0,12083
862,-40.0,-13.0,32.0,-38.0,-51.0,18.0,13197
863,-40.0,-13.0,32.0,-38.0,-51.0,18.0,17121
864,-40.0,-13.0,32.0,-38.0,-51.0,18.0,18097
865,-40.0,-13.0,32.0,-38.0,-51.0,18.0,19125
866,-40.0,-13.0,32.0,-38.0,-51.0,18.0,20115
867,-40.0,-13.0,32.0,-38.0,-51.0,18.0,21155
868,-40.0,-13.0,32.0,-38.0,-51.0,18.0,28091
869,-40.0,-13.0,32.0,-38.0,-51.0,18.0,29127
870,-40.0,-13.0,32.0,-38.0,-51.0,18.0,39101
871,-40.0,-13.0,32.0,-38.0,-51.0,18.0,41047
872,-40.0,-13.0,32.0,-38.0,-51.0,18.0,45067
873,-40.0,-13.0,32.0,-38.0,-51.0,18.0,47115
874,-40.0,-13.0,32.0,-38.0,-51.0,18.0,48315
875,-40.0,-13.0,32.0,-38.0,-51.0,18.0,54049
876,-36.0,-8.0,57.0,-18.0,-43.0,15.0,1093
877,-36.0,-8.0,57.0,-18.0,-43.0,15.0,5089
878,-36.0,-8.0,57.0,-18.0,-43.0,15.0,12083
879,-36.0,-8.0,57.0,-18.0,-43.0,15.0,13197
880,-36.0,-8.0,57.0,-18.0,-43.0,15.0,17121
881,-36.0,-8.0,57.0,-18.0,-43.0,15.0,18097
882,-36.0,-8.0,57.0,-18.0,-43.0,15.0,19125
883,-36.0,-8.0,57.0,-18.0,-43.0,15.0,20115
884,-36.0,-8.0,57.0,-18.0,-43.0,15.0,21155
885,-36.0,-8.0,57.0,-18.0,-43.0,15.0,28091
886,-36.0,-8.0,57.0,-18.0,-43.0,15.0,29127
887,-36.0,-8.0,57.0,-18.0,-43.0,15.0,39101
888,-36.0,-8.0,57.0,-18.0,-43.0,15.0,41047
889,-36.0,-8.0,57.0,-18.0,-43.0,15.0,45067
890,-36.0,-8.0,57.0,-18.0,-43.0,15.0,47115
891,-36.0,-8.0,57.0,-18.0,-43.0,15.0,48315
892,-36.0,-8.0,57.0,-18.0,-43.0,15.0,54049
893,-48.0,-26.0,-27.0,-42.0,-45.0,18.0,12085
894,-48.0,-26.0,-27.0,-42.0,-45.0,18.0,18101
895,-48.0,-26.0,-27.0,-42.0,-45.0,18.0,21159
896,-48.0,-26.0,-27.0,-42.0,-45.0,18.0,27091
897,-48.0,-26.0,-27.0,-42.0,-45.0,18.0,37117
898,-48.0,-26.0,-27.0,-42.0,-45.0,18.0,48317
899,-52.0,-30.0,-70.0,-65.0,-53.0,27.0,12086
900,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,1099
901,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,5095
902,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,12087
903,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,13207
904,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,17133
905,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,18105
906,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,19135
907,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,21171
908,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,26115
909,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,28095
910,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,29137
911,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,36055
912,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,39111
913,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,42089
914,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,47123
915,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,54063
916,-70.0,-45.0,-71.0,-66.0,-49.0,18.0,55081
917,-44.0,-14.0,103.0,-27.0,-55.0,21.0,1099
918,-44.0,-14.0,103.0,-27.0,-55.0,21.0,5095
919,-44.0,-14.0,103.0,-27.0,-55.0,21.0,12087
920,-44.0,-14.0,103.0,-27.0,-55.0,21.0,13207
921,-44.0,-14.0,103.0,-27.0,-55.0,21.0,17133
922,-44.0,-14.0,103.0,-27.0,-55.0,21.0,18105
923,-44.0,-14.0,103.0,-27.0,-55.0,21.0,19135
924,-44.0,-14.0,103.0,-27.0,-55.0,21.0,21171
925,-44.0,-14.0,103.0,-27.0,-55.0,21.0,26115
926,-44.0,-14.0,103.0,-27.0,-55.0,21.0,28095
927,-44.0,-14.0,103.0,-27.0,-55.0,21.0,29137
928,-44.0,-14.0,103.0,-27.0,-55.0,21.0,36055
929,-44.0,-14.0,103.0,-27.0,-55.0,21.0,39111
930,-44.0,-14.0,103.0,-27.0,-55.0,21.0,42089
931,-44.0,-14.0,103.0,-27.0,-55.0,21.0,47123
932,-44.0,-14.0,103.0,-27.0,-55.0,21.0,54063
933,-44.0,-14.0,103.0,-27.0,-55.0,21.0,55081
934,-53.0,5.0,51.0,-42.0,-57.0,23.0,1099
935,-53.0,5.0,51.0,-42.0,-57.0,23.0,5095
936,-53.0,5.0,51.0,-42.0,-57.0,23.0,12087
937,-53.0,5.0,51.0,-42.0,-57.0,23.0,13207
938,-53.0,5.0,51.0,-42.0,-57.0,23.0,17133
939,-53.0,5.0,51.0,-42.0,-57.0,23.0,18105
940,-53.0,5.0,51.0,-42.0,-57.0,23.0,19135
941,-53.0,5.0,51.0,-42.0,-57.0,23.0,21171
942,-53.0,5.0,51.0,-42.0,-57.0,23.0,26115
943,-53.0,5.0,51.0,-42.0,-57.0,23.0,28095
944,-53.0,5.0,51.0,-42.0,-57.0,23.0,29137
945,-53.0,5.0,51.0,-42.0,-57.0,23.0,36055
946,-53.0,5.0,51.0,-42.0,-57.0,23.0,39111
947,-53.0,5.0,51.0,-42.0,-57.0,23.0,42089
948,-53.0,5.0,51.0,-42.0,-57.0,23.0,47123
949,-53.0,5.0,51.0,-42.0,-57.0,23.0,54063
950,-53.0,5.0,51.0,-42.0,-57.0,23.0,55081
951,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,1099
952,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,5095
953,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,12087
954,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,13207
955,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,17133
956,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,18105
957,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,19135
958,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,21171
959,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,26115
960,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,28095
961,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,29137
962,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,36055
963,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,39111
964,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,42089
965,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,47123
966,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,54063
967,-46.0,-14.0,-14.0,-72.0,-56.0,23.0,55081
968,-40.0,-16.0,-26.0,-51.0,-44.0,17.0,12091
969,-39.0,-12.0,-36.0,-77.0,-33.0,12.0,12093
970,-54.0,-29.0,-48.0,-58.0,-56.0,24.0,12097
971,-54.0,-29.0,-48.0,-58.0,-56.0,24.0,19143
972,-54.0,-29.0,-48.0,-58.0,-56.0,24.0,26133
973,-48.0,-25.0,-63.0,-59.0,-49.0,23.0,12099
974,-39.0,-22.0,-41.0,-21.0,-47.0,18.0,12101
975,-48.0,-22.0,-11.0,-36.0,-49.0,19.0,12103
976,-38.0,-18.0,-35.0,-24.0,-43.0,17.0,5113
977,-38.0,-18.0,-35.0,-24.0,-43.0,17.0,12105
978,-38.0,-18.0,-35.0,-24.0,-43.0,17.0,13233
979,-38.0,-18.0,-35.0,-24.0,-43.0,17.0,19153
980,-38.0,-18.0,-35.0,-24.0,-43.0,17.0,27119
981,-38.0,-18.0,-35.0,-24.0,-43.0,17.0,29167
982,-38.0,-18.0,-35.0,-24.0,-43.0,17.0,31143
983,-38.0,-18.0,-35.0,-24.0,-43.0,17.0,37149
984,-38.0,-18.0,-35.0,-24.0,-43.0,17.0,41053
985,-38.0,-18.0,-35.0,-24.0,-43.0,17.0,47139
986,-38.0,-18.0,-35.0,-24.0,-43.0,17.0,48373
987,-38.0,-18.0,-35.0,-24.0,-43.0,17.0,55095
988,-42.0,-3.0,70.0,-33.0,-51.0,19.0,5113
989,-42.0,-3.0,70.0,-33.0,-51.0,19.0,12105
990,-42.0,-3.0,70.0,-33.0,-51.0,19.0,13233
991,-42.0,-3.0,70.0,-33.0,-51.0,19.0,19153
992,-42.0,-3.0,70.0,-33.0,-51.0,19.0,27119
993,-42.0,-3.0,70.0,-33.0,-51.0,19.0,29167
994,-42.0,-3.0,70.0,-33.0,-51.0,19.0,31143
995,-42.0,-3.0,70.0,-33.0,-51.0,19.0,37149
996,-42.0,-3.0,70.0,-33.0,-51.0,19.0,41053
997,-42.0,-3.0,70.0,-33.0,-51.0,19.0,47139
998,-42.0,-3.0,70.0,-33.0,-51.0,19.0,48373
999,-42.0,-3.0,70.0,-33.0,-51.0,19.0,55095
1000,-53.0,-30.0,-57.0,-29.0,-45.0,17.0,12115
1001,-44.0,-23.0,-22.0,-52.0,-57.0,24.0,12117
1002,-44.0,-23.0,-22.0,-52.0,-57.0,24.0,13253
1003,-44.0,-23.0,-22.0,-52.0,-57.0,24.0,40133
1004,-44.0,-10.0,-44.0,-27.0,-54.0,20.0,12109
1005,-40.0,-16.0,-35.0,-38.0,-44.0,18.0,12111
1006,-52.0,-21.0,-41.0,-28.0,-42.0,13.0,1119
1007,-52.0,-21.0,-41.0,-28.0,-42.0,13.0,12119
1008,-52.0,-21.0,-41.0,-28.0,-42.0,13.0,13261
1009,-52.0,-21.0,-41.0,-28.0,-42.0,13.0,45085
1010,-44.0,-18.0,-24.0,-37.0,-46.0,17.0,12127
1011,-43.0,-21.0,-27.0,-23.0,-40.0,14.0,12131
1012,-43.0,-21.0,-27.0,-23.0,-40.0,14.0,13297
1013,-37.0,2.0,34.0,-15.0,-45.0,17.0,13015
1014,-41.0,-16.0,-7.0,-22.0,-45.0,18.0,1007
1015,-41.0,-16.0,-7.0,-22.0,-45.0,18.0,13021
1016,-37.0,4.0,-30.0,-23.0,-42.0,17.0,13039
1017,-37.0,4.0,-30.0,-23.0,-42.0,17.0,29029
1018,-37.0,4.0,-30.0,-23.0,-42.0,17.0,34007
1019,-37.0,4.0,-30.0,-23.0,-42.0,17.0,37029
1020,-53.0,-8.0,-5.0,-59.0,-56.0,23.0,13039
1021,-53.0,-8.0,-5.0,-59.0,-56.0,23.0,29029
1022,-53.0,-8.0,-5.0,-59.0,-56.0,23.0,34007
1023,-53.0,-8.0,-5.0,-59.0,-56.0,23.0,37029
1024,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,5015
1025,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,13045
1026,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,17015
1027,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,18015
1028,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,19027
1029,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,21041
1030,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,24013
1031,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,28015
1032,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,29033
1033,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,33003
1034,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,39019
1035,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,47017
1036,-32.0,-10.0,-7.0,-12.0,-46.0,18.0,51035
1037,-39.0,-18.0,47.0,-60.0,-55.0,24.0,5015
1038,-39.0,-18.0,47.0,-60.0,-55.0,24.0,13045
1039,-39.0,-18.0,47.0,-60.0,-55.0,24.0,17015
1040,-39.0,-18.0,47.0,-60.0,-55.0,24.0,18015
1041,-39.0,-18.0,47.0,-60.0,-55.0,24.0,19027
1042,-39.0,-18.0,47.0,-60.0,-55.0,24.0,21041
1043,-39.0,-18.0,47.0,-60.0,-55.0,24.0,24013
1044,-39.0,-18.0,47.0,-60.0,-55.0,24.0,28015
1045,-39.0,-18.0,47.0,-60.0,-55.0,24.0,29033
1046,-39.0,-18.0,47.0,-60.0,-55.0,24.0,33003
1047,-39.0,-18.0,47.0,-60.0,-55.0,24.0,39019
1048,-39.0,-18.0,47.0,-60.0,-55.0,24.0,47017
1049,-39.0,-18.0,47.0,-60.0,-55.0,24.0,51035
1050,-41.0,-19.0,-33.0,-42.0,-47.0,19.0,13051
1051,-41.0,-19.0,-33.0,-42.0,-47.0,19.0,37037
1052,-45.0,-20.0,-31.0,-41.0,-54.0,21.0,1025
1053,-45.0,-20.0,-31.0,-41.0,-54.0,21.0,13059
1054,-45.0,-20.0,-31.0,-41.0,-54.0,21.0,19039
1055,-45.0,-20.0,-31.0,-41.0,-54.0,21.0,28023
1056,-45.0,-20.0,-31.0,-41.0,-54.0,21.0,51043
1057,-31.0,-14.0,-13.0,-81.0,-47.0,20.0,13063
1058,-31.0,-14.0,-13.0,-81.0,-47.0,20.0,19043
1059,-45.0,-18.0,-43.0,-41.0,-61.0,25.0,13067
1060,-43.0,-19.0,26.0,-48.0,-59.0,24.0,1049
1061,-43.0,-19.0,26.0,-48.0,-59.0,24.0,13089
1062,-43.0,-19.0,26.0,-48.0,-59.0,24.0,17037
1063,-43.0,-19.0,26.0,-48.0,-59.0,24.0,18033
1064,-43.0,-19.0,26.0,-48.0,-59.0,24.0,29063
1065,-43.0,-19.0,26.0,-48.0,-59.0,24.0,47041
1066,-51.0,-22.0,-45.0,-55.0,-64.0,25.0,5049
1067,-51.0,-22.0,-45.0,-55.0,-64.0,25.0,13121
1068,-51.0,-22.0,-45.0,-55.0,-64.0,25.0,17057
1069,-51.0,-22.0,-45.0,-55.0,-64.0,25.0,18049
1070,-51.0,-22.0,-45.0,-55.0,-64.0,25.0,21075
1071,-51.0,-22.0,-45.0,-55.0,-64.0,25.0,36035
1072,-51.0,-22.0,-45.0,-55.0,-64.0,25.0,39051
1073,-51.0,-22.0,-45.0,-55.0,-64.0,25.0,42057
1074,-42.0,-4.0,-19.0,-31.0,-46.0,17.0,13127
1075,-43.0,-17.0,18.0,-45.0,-56.0,24.0,13135
1076,-38.0,-12.0,-31.0,-23.0,-40.0,17.0,1085
1077,-38.0,-12.0,-31.0,-23.0,-40.0,17.0,13185
1078,-38.0,-12.0,-31.0,-23.0,-40.0,17.0,28087
1079,-42.0,-14.0,-15.0,-59.0,-48.0,19.0,13215
1080,-37.0,-11.0,-3.0,-38.0,-48.0,17.0,13245
1081,-37.0,-11.0,-3.0,-38.0,-48.0,17.0,36085
1082,-37.0,-11.0,-3.0,-38.0,-48.0,17.0,37153
1083,-37.0,-11.0,-3.0,-38.0,-48.0,17.0,51159
1084,-60.0,-3.0,-22.0,-67.0,-65.0,29.0,13245
1085,-60.0,-3.0,-22.0,-67.0,-65.0,29.0,36085
1086,-60.0,-3.0,-22.0,-67.0,-65.0,29.0,37153
1087,-60.0,-3.0,-22.0,-67.0,-65.0,29.0,51159
1088,-51.0,-30.0,-75.0,-78.0,-45.0,17.0,15001
1089,-49.0,-28.0,-61.0,-66.0,-52.0,25.0,15003
1090,-65.0,-45.0,-70.0,-81.0,-47.0,21.0,15007
1091,-61.0,-33.0,-75.0,-82.0,-51.0,22.0,15009
1092,-40.0,-12.0,76.0,-48.0,-55.0,20.0,16001
1093,-31.0,1.0,120.0,-12.0,-43.0,15.0,16019
1094,-28.0,-1.0,86.0,-15.0,-44.0,15.0,16027
1095,-31.0,-3.0,198.0,-2.0,-43.0,14.0,16055
1096,-45.0,-19.0,85.0,-33.0,-57.0,21.0,17019
1097,-45.0,-19.0,85.0,-33.0,-57.0,21.0,39021
1098,-48.0,-19.0,-29.0,-63.0,-58.0,24.0,13075
1099,-48.0,-19.0,-29.0,-63.0,-58.0,24.0,17031
1100,-48.0,-19.0,-29.0,-63.0,-58.0,24.0,27031
1101,-51.0,-18.0,-9.0,-62.0,-59.0,26.0,17043
1102,-46.0,-15.0,27.0,-40.0,-51.0,22.0,17089
1103,-46.0,-15.0,27.0,-40.0,-51.0,22.0,49025
1104,-43.0,-8.0,24.0,-70.0,-52.0,23.0,17111
1105,-43.0,-8.0,24.0,-70.0,-52.0,23.0,38049
1106,-48.0,-15.0,25.0,-25.0,-61.0,24.0,17113
1107,-48.0,-15.0,25.0,-25.0,-61.0,24.0,21149
1108,-48.0,-15.0,25.0,-25.0,-61.0,24.0,38055
1109,-43.0,-3.0,23.0,-27.0,-48.0,18.0,17143
1110,-44.0,10.0,-28.0,-35.0,-44.0,17.0,17161
1111,-41.0,-10.0,46.0,-25.0,-54.0,19.0,17167
1112,-35.0,-5.0,48.0,-17.0,-49.0,18.0,1115
1113,-35.0,-5.0,48.0,-17.0,-49.0,18.0,17163
1114,-35.0,-5.0,48.0,-17.0,-49.0,18.0,26147
1115,-35.0,-5.0,48.0,-17.0,-49.0,18.0,29185
1116,-42.0,-15.0,59.0,-36.0,-62.0,22.0,1115
1117,-42.0,-15.0,59.0,-36.0,-62.0,22.0,17163
1118,-42.0,-15.0,59.0,-36.0,-62.0,22.0,26147
1119,-42.0,-15.0,59.0,-36.0,-62.0,22.0,29185
1120,-40.0,-10.0,16.0,-28.0,-53.0,22.0,17197
1121,-39.0,-10.0,25.0,-17.0,-43.0,18.0,17201
1122,-39.0,-10.0,25.0,-17.0,-43.0,18.0,19189
1123,-39.0,-10.0,25.0,-17.0,-43.0,18.0,55139
1124,-47.0,-20.0,67.0,-25.0,-43.0,19.0,17201
1125,-47.0,-20.0,67.0,-25.0,-43.0,19.0,19189
1126,-47.0,-20.0,67.0,-25.0,-43.0,19.0,55139
1127,-36.0,-18.0,116.0,-28.0,-48.0,19.0,18003
1128,-36.0,-18.0,116.0,-28.0,-48.0,19.0,20001
1129,-36.0,-18.0,116.0,-28.0,-48.0,19.0,21003
1130,-36.0,-18.0,116.0,-28.0,-48.0,19.0,39003
1131,-35.0,-10.0,35.0,-22.0,-37.0,15.0,18091
1132,-42.0,-14.0,82.0,-28.0,-45.0,19.0,18127
1133,-45.0,6.0,-2.0,-53.0,-46.0,19.0,19061
1134,-44.0,3.0,57.0,-37.0,-50.0,21.0,19113
1135,-44.0,3.0,57.0,-37.0,-50.0,21.0,20107
1136,-44.0,3.0,57.0,-37.0,-50.0,21.0,29115
1137,-44.0,3.0,57.0,-37.0,-50.0,21.0,41043
1138,-25.0,-4.0,64.0,-6.0,-42.0,14.0,19113
1139,-25.0,-4.0,64.0,-6.0,-42.0,14.0,20107
1140,-25.0,-4.0,64.0,-6.0,-42.0,14.0,29115
1141,-25.0,-4.0,64.0,-6.0,-42.0,14.0,41043
1142,-39.0,-9.0,59.0,-11.0,-45.0,17.0,5127
1143,-39.0,-9.0,59.0,-11.0,-45.0,17.0,17171
1144,-39.0,-9.0,59.0,-11.0,-45.0,17.0,18143
1145,-39.0,-9.0,59.0,-11.0,-45.0,17.0,19163
1146,-39.0,-9.0,59.0,-11.0,-45.0,17.0,20171
1147,-39.0,-9.0,59.0,-11.0,-45.0,17.0,21209
1148,-39.0,-9.0,59.0,-11.0,-45.0,17.0,27139
1149,-39.0,-9.0,59.0,-11.0,-45.0,17.0,28123
1150,-39.0,-9.0,59.0,-11.0,-45.0,17.0,29201
1151,-39.0,-9.0,59.0,-11.0,-45.0,17.0,47151
1152,-39.0,-9.0,59.0,-11.0,-45.0,17.0,51169
1153,-42.0,-12.0,130.0,-11.0,-61.0,24.0,5071
1154,-42.0,-12.0,130.0,-11.0,-61.0,24.0,13167
1155,-42.0,-12.0,130.0,-11.0,-61.0,24.0,17087
1156,-42.0,-12.0,130.0,-11.0,-61.0,24.0,18081
1157,-42.0,-12.0,130.0,-11.0,-61.0,24.0,19103
1158,-42.0,-12.0,130.0,-11.0,-61.0,24.0,20091
1159,-42.0,-12.0,130.0,-11.0,-61.0,24.0,21115
1160,-42.0,-12.0,130.0,-11.0,-61.0,24.0,29101
1161,-42.0,-12.0,130.0,-11.0,-61.0,24.0,31097
1162,-42.0,-12.0,130.0,-11.0,-61.0,24.0,47091
1163,-42.0,-12.0,130.0,-11.0,-61.0,24.0,48251
1164,-42.0,-12.0,130.0,-11.0,-61.0,24.0,56019
1165,-32.0,-8.0,82.0,-34.0,-46.0,16.0,8115
1166,-32.0,-8.0,82.0,-34.0,-46.0,16.0,20173
1167,-30.0,-8.0,103.0,32.0,-47.0,16.0,20177
1168,-37.0,1.0,57.0,-13.0,-44.0,15.0,20209
1169,-42.0,-4.0,11.0,-40.0,-53.0,21.0,1057
1170,-42.0,-4.0,11.0,-40.0,-53.0,21.0,13113
1171,-42.0,-4.0,11.0,-40.0,-53.0,21.0,17051
1172,-42.0,-4.0,11.0,-40.0,-53.0,21.0,18041
1173,-42.0,-4.0,11.0,-40.0,-53.0,21.0,19065
